0.0, 0.0, 0.0
0.0, 0.0, 0.05
0.0, 0.05, 0.0
0.0, 0.05, 0.05
0.05, 0.0, 0.0
0.05, 0.0, 0.05
0.05, 0.05, 0.0
0.05, 0.05, 0.05                                                                                                 
0.95, 0.95, 0.95
0.95, 0.95, 1
0.95, 1, 0.95
0.95, 1, 1
1, 0.95, 0.95
1, 0.95, 1
1, 1, 0.95
1, 1, 1
